,DWS,Exp,Height,OWS,Player,Pos,Salary,Team,WS,WS_Per_48,Year
3,0.5,2,6-7,1.0,Mickael Gelabale,SF,447298,MIN,1.5,0.114,2013
4,0.0,2,6-6,0.0,Lazar Hayward,SF,80413,MIN,0.0,0.087,2013
5,0.3,9,6-7,0.0,Josh Howard,SF,1229255,MIN,0.3,0.009,2013
6,0.4,2,6-11,0.6,Chris Johnson,C,447298,MIN,1.0,0.176,2013
7,2.6,10,6-9,3.4,Andrei Kirilenko,SF,9779349,MIN,6.0,0.142,2013
8,0.3,1,6-5,0.1,Malcolm Lee,SG,762195,MIN,0.4,0.059,2013
9,0.9,4,6-10,0.1,Kevin Love,PF,13668750,MIN,1.0,0.084,2013
10,2.1,2,6-11,4.6,Nikola Pekovic,C,4837200,MIN,6.699999999999999,0.163,2013
11,1.8,9,6-2,2.6,Luke Ridnour,SG,4000000,MIN,4.4,0.084,2013
12,0.1,5,6-6,0.0,Brandon Roy,SG,5100000,MIN,0.1,0.087,2013
13,2.6,1,6-4,0.4,Ricky Rubio,PG,3741120,MIN,3.0,0.085,2013
14,1.4,R,6-6,0.8,Alexey Shved,SG,2934610,MIN,2.2,0.02,2013
15,2.0,1,6-11,1.0,Greg Stiemsma,C,2575000,MIN,3.0,0.069,2013
16,2.1,1,6-8,1.0,Derrick Williams,PF,4947840,MIN,3.1,0.076,2013
0,2.8,9,6-7,3.5,Matt Barnes,SF,1229255,LAC,6.3,0.146,2013
1,0.3,15,6-3,1.0,Chauncey Billups,SG,4000000,LAC,1.3,0.146,2013
2,2.6,2,6-1,1.1,Eric Bledsoe,PG,1707720,LAC,3.7,0.115,2013
3,1.6,10,6-7,1.9,Caron Butler,SF,8000000,LAC,3.5,0.091,2013
4,1.7,12,6-5,3.7,Jamal Crawford,SG,5000000,LAC,5.4,0.116,2013
5,0.9,9,6-4,1.7,Willie Green,SG,1475106,LAC,2.6,0.103,2013
6,3.9,2,6-10,6.8,Blake Griffin,PF,7226892,LAC,10.7,0.196,2013
7,0.4,17,6-8,1.0,Grant Hill,SF,1975000,LAC,1.4,0.146,2013
8,0.8,6,7-0,1.0,Ryan Hollins,C,1069509,LAC,1.8,0.125,2013
9,3.2,4,6-11,3.0,DeAndre Jordan,C,10532977,LAC,6.2,0.148,2013
10,3.0,13,6-10,1.1,Lamar Odom,PF,8200000,LAC,4.1,0.081,2013
11,3.4,7,6-0,10.6,Chris Paul,PG,17779458,LAC,14.0,0.287,2013
12,1.0,7,6-10,0.1,Ronny Turiaf,C,1146337,LAC,1.1,0.075,2013
0,1.9,R,6-8,0.9,Harrison Barnes,SF,2798040,GSW,2.8,0.065,2013
1,0.3,R,6-5,0.0,Kent Bazemore,SG,473604,GSW,0.3,0.014,2013
2,1.0,8,6-11,0.1,Andris Biedrins,C,9000000,GSW,1.1,0.102,2013
3,1.4,7,7-0,0.4,Andrew Bogut,C,13000000,GSW,1.7999999999999998,0.106,2013
4,2.8,3,6-3,8.4,Stephen Curry,PG,3958742,GSW,11.2,0.18,2013
5,1.5,R,6-11,0.0,Festus Ezeli,C,1020960,GSW,1.5,0.066,2013
6,1.6,R,6-7,0.4,Draymond Green,SF,850000,GSW,2.0,0.028,2013
7,1.8,7,6-3,3.9,Jarrett Jack,SG,5400000,GSW,5.7,0.115,2013
8,0.6,11,6-7,0.4,Richard Jefferson,SF,10164000,GSW,1.0,0.081,2013
9,1.9,5,6-9,4.3,Carl Landry,PF,4000000,GSW,6.199999999999999,0.159,2013
10,3.7,7,6-9,5.4,David Lee,PF,12744000,GSW,9.100000000000001,0.15,2013
11,0.0,4,6-6,0.0,Brandon Rush,SF,4000000,GSW,0.0,0.051,2013
12,2.6,1,6-7,1.7,Klay Thompson,SG,2286000,GSW,4.3,0.07,2013
0,0.8,9,6-3,1.6,Steve Blake,PG,4000000,LAL,2.4000000000000004,0.097,2013
1,2.6,16,6-6,8.4,Kobe Bryant,SG,27849149,LAL,11.0,0.174,2013
2,1.5,3,6-10,0.7,Earl Clark,PF,1240000,LAL,2.2,0.08,2013
3,0.4,8,6-1,0.6,Chris Duhon,PG,3500000,LAL,1.0,0.056,2013
4,0.1,2,6-9,0.0,Devin Ebanks,SF,1054389,LAL,0.1,0.013,2013
5,1.7,11,7-0,2.0,Pau Gasol,PF,19000000,LAL,3.7,0.107,2013
6,0.5,3,6-10,0.9,Jordan Hill,PF,3632527,LAL,1.4,0.147,2013
7,4.8,8,6-11,2.8,Dwight Howard,C,19536360,LAL,7.6,0.134,2013
8,1.3,14,6-8,3.0,Antawn Jamison,PF,1352181,LAL,4.3,0.126,2013
9,0.0,R,6-2,0.0,Darius Johnson-Odom,SG,192228,LAL,0.0,0.013,2013
10,1.1,3,6-4,1.9,Jodie Meeks,SG,1500000,LAL,3.0,0.085,2013
11,0.3,1,6-4,0.9,Darius Morris,PG,962195,LAL,1.2,0.016,2013
12,0.6,16,6-3,3.7,Steve Nash,PG,8900000,LAL,4.3,0.127,2013
13,0.1,R,7-0,0.0,Robert Sacre,C,473604,LAL,0.1,0.013,2013
14,2.6,13,6-6,1.9,Metta World Peace,SF,7258960,LAL,4.5,0.086,2013
0,0.2,2,6-11,0.2,Cole Aldrich,C,2445480,SAC,0.4,0.109,2013
1,0.0,4,6-0,0.9,Aaron Brooks,PG,3250000,SAC,0.9,0.045,2013
2,2.3,2,6-11,2.0,DeMarcus Cousins,C,3880800,SAC,4.3,0.092,2013
3,0.3,3,6-2,0.6,Toney Douglas,PG,2067880,SAC,0.8999999999999999,0.11,2013
4,0.8,3,6-6,3.6,Tyreke Evans,SG,5251825,SAC,4.4,0.105,2013
5,0.0,1,6-2,1.1,Jimmer Fredette,SG,2406240,SAC,1.1,0.052,2013
6,0.4,7,6-6,1.1,Chuck Hayes,C,5486250,SAC,1.5,0.06,2013
7,0.6,3,6-9,0.2,James Johnson,SF,2812006,SAC,0.8,0.04,2013
8,0.1,9,6-9,0.3,Travis Outlaw,SF,3000000,SAC,0.4,0.037,2013
9,0.2,2,6-9,0.9,Patrick Patterson,PF,2096760,SAC,1.1,0.09,2013
10,0.8,10,6-7,1.8,John Salmons,SF,8083000,SAC,2.6,0.034,2013
11,0.8,1,5-9,5.2,Isaiah Thomas,PG,762195,SAC,6.0,0.114,2013
12,0.9,4,6-11,2.7,Jason Thompson,PF,5250000,SAC,3.6,0.075,2013
13,0.1,3,6-4,3.1,Marcus Thornton,SG,7525000,SAC,3.2,0.089,2013
0,1.0,4,6-9,0.4,Michael Beasley,SF,5750000,PHO,1.4,0.041,2013
1,0.8,6,6-4,0.4,Shannon Brown,SG,3500000,PHO,1.2000000000000002,0.041,2013
2,1.6,4,6-3,4.1,Goran Dragic,PG,7500000,PHO,5.699999999999999,0.106,2013
3,0.9,5,6-7,3.9,Jared Dudley,SF,4250000,PHO,4.8,0.106,2013
4,0.1,R,6-4,0.0,Diante Garrett,PG,473604,PHO,0.1,0.0,2013
5,2.1,5,6-11,1.3,Marcin Gortat,C,7258960,PHO,3.4000000000000004,0.086,2013
6,0.4,4,7-2,0.0,Hamed Haddadi,C,1300000,PHO,0.4,0.0,2013
7,0.5,2,6-7,0.3,Wesley Johnson,SF,4285560,PHO,0.8,0.0,2013
8,0.2,R,6-4,0.0,Kendall Marshall,PG,1919160,PHO,0.2,0.0,2013
9,0.3,1,6-9,0.0,Marcus Morris,SF,1959960,PHO,0.3,0.0,2013
10,1.9,1,6-10,0.4,Markieff Morris,PF,2063040,PHO,2.3,0.044,2013
11,1.3,16,6-11,0.7,Jermaine O'Neal,C,1352181,PHO,2.0,0.092,2013
12,1.9,5,6-9,2.4,Luis Scola,PF,4148510,PHO,4.3,0.096,2013
13,1.2,1,6-6,1.8,P.J. Tucker,SG,762195,PHO,3.0,0.074,2013
14,0.0,R,6-11,0.0,Luke Zeller,C,473604,PHO,0.0,0.0,2013
0,0.1,2,6-6,0.1,James Anderson,SF,145749,SAS,0.2,0.109,2013
1,0.2,R,6-10,0.0,Aron Baynes,C,401170,SAS,0.2,0.05,2013
2,1.5,3,6-7,0.7,DeJuan Blair,PF,1054000,SAS,2.2,0.126,2013
3,1.1,8,6-10,1.4,Matt Bonner,PF,3630000,SAS,2.5,0.133,2013
4,2.3,9,6-8,2.2,Boris Diaw,PF,4500000,SAS,4.5,0.124,2013
5,4.9,15,6-11,3.4,Tim Duncan,C,9638554,SAS,8.3,0.191,2013
6,2.4,10,6-6,2.1,Manu Ginobili,SG,14107492,SAS,4.5,0.155,2013
7,3.2,3,6-6,2.6,Danny Green,SG,3500000,SAS,5.800000000000001,0.128,2013
8,1.5,12,6-8,0.0,Stephen Jackson,SF,10059750,SAS,1.5,0.013,2013
9,0.5,1,6-3,0.4,Cory Joseph,PG,1105560,SAS,0.9,0.113,2013
10,3.3,1,6-7,3.0,Kawhi Leonard,SF,1861920,SAS,6.3,0.166,2013
11,1.5,2,6-4,0.4,Gary Neal,SG,854389,SAS,1.9,0.06,2013
12,2.3,11,6-2,7.1,Tony Parker,PG,12500000,SAS,9.399999999999999,0.206,2013
13,3.5,2,6-11,4.7,Tiago Splitter,PF,3944000,SAS,8.2,0.197,2013
0,4.1,8,6-4,1.0,Tony Allen,SG,3300000,MEM,5.1,0.115,2013
1,1.5,3,6-9,0.2,Darrell Arthur,PF,3006217,MEM,1.7,0.084,2013
2,2.5,4,6-3,1.5,Jerryd Bayless,PG,3000000,MEM,4.0,0.108,2013
3,4.7,5,6-1,5.1,Mike Conley,PG,7305786,MEM,9.8,0.172,2013
4,1.2,2,6-10,0.8,Ed Davis,PF,2207040,MEM,2.0,0.183,2013
5,0.6,3,6-11,0.2,Austin Daye,SF,2958077,MEM,0.8,0.127,2013
6,5.4,4,7-1,6.1,Marc Gasol,C,13891359,MEM,11.5,0.197,2013
7,0.1,R,6-6,0.1,Chris Johnson,SF,61290,MEM,0.2,0.112,2013
8,0.2,1,6-10,0.2,Jon Leuer,PF,762195,MEM,0.4,0.198,2013
9,0.0,2,6-11,1.3,Dexter Pittman,C,854389,MEM,1.3,0.168,2013
10,1.5,2,6-7,1.7,Quincy Pondexter,SF,1234320,MEM,3.2,0.125,2013
11,1.6,10,6-9,0.3,Tayshaun Prince,SF,6764045,MEM,1.9000000000000001,0.075,2013
12,4.7,11,6-9,3.2,Zach Randolph,PF,16500000,MEM,7.9,0.145,2013
13,0.3,R,6-6,0.1,Tony Wroten,SG,1110120,MEM,0.4,0.017,2013
0,0.3,2,6-6,0.4,James Anderson,SG,472427,HOU,0.7,0.105,2013
1,3.5,2,7-0,2.0,Omer Asik,C,8374646,HOU,5.5,0.108,2013
2,0.8,R,6-1,1.4,Patrick Beverley,PG,281377,HOU,2.2,0.148,2013
3,0.1,5,6-5,0.0,Daequan Cook,SG,3090042,HOU,0.1,0.03,2013
4,1.5,7,6-6,2.0,Carlos Delfino,SF,3000000,HOU,3.5,0.101,2013
5,0.3,7,6-7,0.4,Francisco Garcia,SF,6100000,HOU,0.7,0.101,2013
6,3.0,3,6-5,9.8,James Harden,SG,5820417,HOU,12.8,0.206,2013
7,0.4,R,6-9,0.3,Terrence Jones,PF,1485000,HOU,0.7,0.128,2013
8,2.5,2,6-3,3.0,Jeremy Lin,PG,8374646,HOU,5.5,0.099,2013
9,0.0,R,6-1,0.4,Scott Machado,PG,192228,HOU,0.4,0.1,2013
10,0.3,R,7-0,0.4,Donatas Motiejunas,PF,1453520,HOU,0.7,0.061,2013
11,0.0,R,6-11,0.4,Tim Ohlbrecht,C,144867,HOU,0.4,0.1,2013
12,2.1,1,6-10,4.9,Chandler Parsons,SF,888250,HOU,7.0,0.121,2013
13,0.4,R,6-10,0.0,Thomas Robinson,PF,3374640,HOU,0.4,0.024,2013
14,1.2,1,6-10,2.8,Greg Smith,C,762195,HOU,4.0,0.172,2013
0,0.4,3,6-0,0.0,Rodrigue Beaubois,PG,2227333,DAL,0.4,0.032,2013
1,2.2,13,6-8,1.2,Elton Brand,C,2100500,DAL,3.4000000000000004,0.107,2013
2,2.0,14,6-6,3.9,Vince Carter,SF,3090000,DAL,5.9,0.137,2013
3,1.7,3,6-0,4.0,Darren Collison,PG,2319344,DAL,5.7,0.114,2013
4,1.3,R,6-6,0.2,Jae Crowder,SF,600491,DAL,1.5,0.055,2013
5,0.0,R,6-4,0.0,Jared Cunningham,SG,1156320,DAL,0.0,0.033,2013
6,0.0,10,7-0,0.0,Eddy Curry,C,23852,DAL,0.0,0.196,2013
7,0.0,3,6-7,0.0,Chris Douglas-Roberts,SG,72892,DAL,0.0,0.041,2013
8,0.1,16,6-1,0.0,Derek Fisher,PG,182942,DAL,0.1,0.016,2013
9,0.7,R,6-10,0.5,Bernard James,C,473604,DAL,1.2,0.125,2013
10,0.5,10,6-2,0.0,Mike James,PG,795401,DAL,0.5,0.024,2013
11,0.2,2,6-4,0.0,Dominique Jones,PG,1276560,DAL,0.2,0.001,2013
12,1.6,9,7-0,0.0,Chris Kaman,C,8000000,DAL,1.6,0.058,2013
13,2.5,13,6-7,2.9,Shawn Marion,PF,8646364,DAL,5.4,0.127,2013
14,1.8,4,6-5,2.3,O.J. Mayo,SG,4020000,DAL,4.1,0.069,2013
15,0.0,4,6-5,0.0,Anthony Morrow,SG,4000000,DAL,0.0,0.028,2013
16,0.3,11,6-11,0.0,Troy Murphy,PF,214758,DAL,0.3,0.062,2013
17,1.8,14,7-0,3.3,Dirk Nowitzki,PF,20907128,DAL,5.1,0.145,2013
0,2.4,2,6-9,0.7,Al-Farouq Aminu,SF,2947800,NOH,3.0999999999999996,0.073,2013
1,0.8,4,6-10,5.7,Ryan Anderson,PF,8700000,NOH,6.5,0.125,2013
2,2.4,R,6-10,3.7,Anthony Davis,PF,5144280,NOH,6.1,0.159,2013
3,0.3,4,6-4,0.8,Eric Gordon,SG,13668750,NOH,1.1,0.042,2013
4,0.2,2,6-6,0.1,Xavier Henry,SF,2323200,NOH,0.30000000000000004,0.002,2013
5,1.2,4,7-0,4.4,Robin Lopez,C,4899293,NOH,5.6000000000000005,0.126,2013
6,0.3,8,6-5,1.1,Roger Mason,SG,1223116,NOH,1.4000000000000001,0.057,2013
7,0.1,5,6-9,0.0,Dominic McGuire,SF,110947,NOH,0.1,0.043,2013
8,0.3,R,6-8,0.2,Darius Miller,SF,473604,NOH,0.5,0.034,2013
9,0.1,R,6-4,2.0,Austin Rivers,SG,2238360,NOH,2.1,0.078,2013
10,0.2,R,6-1,2.0,Brian Roberts,PG,473604,NOH,2.2,0.078,2013
11,0.0,1,6-3,0.0,Donald Sloan,PG,44835,NOH,0.0,0.061,2013
12,0.6,4,7-0,1.1,Jason Smith,C,2500000,NOH,1.7000000000000002,0.095,2013
13,0.2,1,6-8,1.0,Lance Thomas,SF,762195,NOH,1.2,0.087,2013
14,0.7,2,6-6,3.0,Greivis Vasquez,PG,1191240,NOH,3.7,0.067,2013
0,0.1,1,6-7,0.1,Quincy Acy,SF,788872,TOR,0.2,0.188,2014
1,0.0,5,6-0,0.1,D.J. Augustin,PG,1267000,TOR,0.1,0.188,2014
2,0.0,4,6-11,0.0,Austin Daye,SF,947907,TOR,0.0,0.136,2014
3,3.0,4,6-7,5.8,DeMar DeRozan,SG,9500000,TOR,8.8,0.141,2014
4,0.4,3,6-7,0.0,Landry Fields,SF,6250000,TOR,0.4,0.057,2014
5,0.0,6,7-0,0.0,Aaron Gray,C,2690875,TOR,0.0,0.136,2014
6,1.4,4,6-9,1.7,Tyler Hansbrough,PF,3183000,TOR,3.0999999999999996,0.149,2014
7,3.1,8,6-9,3.2,Amir Johnson,PF,6500000,TOR,6.300000000000001,0.136,2014
8,3.3,7,6-0,8.4,Kyle Lowry,PG,6210000,TOR,11.7,0.197,2014
9,0.5,7,6-10,1.0,Steve Novak,PF,3750000,TOR,1.5,0.127,2014
10,2.2,1,6-7,2.0,Terrence Ross,SG,2678640,TOR,4.2,0.094,2014
11,3.2,1,7-0,3.5,Jonas Valanciunas,C,3526440,TOR,6.7,0.141,2014
0,0.9,4,6-6,0.8,Alan Anderson,SF,947907,BRK,1.7000000000000002,0.047,2014
